0	0	0	0	0	0
5816	-3792	17724	-1118	-2061	1616
6556	-1800	16048	-655	598	-282
5848	-1340	16460	-1231	2589	-317
3236	1932	18708	-1661	4857	723
5192	-408	15436	-710	9347	-776
1832	-1004	17436	-3510	-899	323
6256	-1864	16108	-4094	-637	665
3856	-2452	16556	-2681	837	354
4460	-1844	16392	-3569	-180	475
4624	-3020	16360	-3789	267	379
4476	-3008	16420	-3699	584	75
4548	-2720	16260	-4397	692	22
4372	-2636	16504	-5755	877	-299
4556	-4732	16264	-4779	54	81
4916	-4428	16248	-1884	46	-175
4604	-3500	16208	-1482	498	-387
4272	-3812	16360	-2206	247	-391
4256	-3844	16216	-2079	458	-473
3952	-3656	16272	-2251	481	-373
4240	-3928	16064	-2412	-121	-132
4532	-4352	15932	-2115	73	29
4584	-4468	16076	-2182	410	123
4160	-4628	16044	-1575	94	340
4388	-4504	15640	-841	-56	818
4532	-4260	15964	-1205	533	1001
4576	-4580	16008	-2366	734	821
4468	-4936	16036	-2388	950	623
4112	-4748	16196	-1598	1020	521
3920	-4876	16056	-1868	781	497
3840	-5164	16072	-1880	558	123
4136	-5108	16032	-1283	384	-69
4040	-5044	15844	-1475	376	20
4056	-5108	16068	-1343	202	64
3928	-4812	16296	-1685	-12	160
3844	-5160	16108	-2104	-282	155
3720	-5656	15972	-1820	-548	214
3948	-5940	15704	-1368	-751	44
4140	-5848	15672	-619	-558	-188
4212	-5412	15824	-123	-707	-368
4076	-5408	15988	706	-861	-641
3792	-5944	16432	3502	-2132	-1615
4136	-6716	15416	2843	-3060	-2825
4632	-6524	16708	2348	-1536	-4479
3656	-7224	17848	2125	-2468	-5478
4628	-7312	15808	606	-4085	-7256
6704	-6600	15524	1533	-3371	-8399
6372	-5188	16068	1266	-2083	-8991
6000	-4156	14668	-815	-2646	-8518
7436	-2332	12376	-6385	-2301	-7542
8000	-1620	12240	-15513	-2009	-6547
7736	-6720	13572	-22241	-1305	-5467
8776	-8864	12764	-23841	-352	-5389
9016	-8536	12372	-25861	2153	-6174
8020	-11352	13872	-25052	3509	-7496
7984	-12372	12596	-20713	3923	-9795
8640	-12152	11392	-21221	5482	-11297
7940	-10980	12612	-21323	8136	-11759
6352	-10484	11064	-20004	8478	-11914
6484	-10448	9492	-15869	6923	-11179
6876	-11164	9960	-14289	7353	-10516
6384	-10848	11048	-10798	8378	-9117
6196	-8564	9832	-10165	7875	-7347
6832	-7716	10096	-12373	7100	-4840
5912	-10420	9448	-18829	6535	-2794
7208	-12624	9440	-19329	5162	-398
8104	-13064	6220	-15778	5979	161
9496	-13972	5116	-14235	5972	818
9260	-16556	5408	-8980	8696	551
6948	-15544	6160	-2718	9449	-766
6976	-12628	5804	-2168	8119	-550
6304	-12416	5460	-1743	8527	499
4896	-12200	6720	-2110	8755	1464
4036	-12348	6268	-2018	7596	2912
4720	-11568	5064	-2542	7329	4315
4472	-11412	4584	-5573	8761	5628
3460	-13000	4956	-7948	9280	6864
3084	-14696	6264	-7724	9211	7684
2620	-16676	6784	-7058	8900	7492
2464	-17392	6344	-5407	8502	7220
2340	-16960	5828	-4670	8957	6559
1892	-17132	6428	-5124	9445	5993
1200	-18384	6936	-4938	9342	5267
820	-18576	7424	-2439	8752	4340
760	-18116	6788	-379	7841	3326
372	-18292	5956	1614	7558	2243
160	-16876	5596	2970	7323	1355
-12	-15244	4928	1351	6766	1093
-392	-15600	4780	-1563	6584	966
-500	-16460	5184	-2342	6232	797
-664	-16680	5628	-1854	5816	386
-856	-16940	5764	-1101	5059	-152
-920	-16628	5068	-1192	4519	-709
-1104	-16832	4996	-1115	3930	-1197
-784	-17856	5024	-835	3434	-1498
-844	-17964	5124	510	3494	-2163
-988	-16980	5112	688	3207	-2692
-828	-17160	4928	87	3162	-2971
-688	-17656	4992	153	3399	-3107
-876	-17440	4984	284	3515	-3350
-1148	-16700	4596	-557	3629	-3468
-836	-16936	5480	-2505	4263	-3429
-1348	-16944	6716	-2014	4446	-3713
-1380	-15836	6440	-2140	3211	-3763
-532	-15216	6184	-3159	2261	-3174
108	-15812	6028	-3385	1449	-2921
248	-15648	5880	-2403	1420	-2732
396	-15824	6300	-232	803	-2836
252	-15648	5676	926	80	-3105
980	-15272	5092	930	-800	-3333
1272	-14476	4760	-206	-943	-3283
1740	-15436	4580	-465	-1760	-3461
2204	-16808	4796	519	-2413	-3608
2236	-16960	4664	2290	-3050	-4344
2436	-16196	4252	3548	-4193	-4682
2876	-15396	4112	2638	-4227	-4761
2796	-15528	4504	1514	-4449	-4676
2956	-15384	4720	1319	-4834	-4825
3264	-14892	4844	1506	-5469	-4601
3868	-14504	4416	1848	-5847	-4400
6132	-13620	3852	1063	-4429	-2914
5312	-14944	6236	-240	-990	-2427
4740	-14804	5776	852	-2445	-2564
6020	-15052	4600	2541	-2136	-1999
5336	-14752	4504	3980	-1431	-1919
5500	-14628	5044	3045	-1727	-1540
6004	-14596	4744	1801	-1415	-1341
6044	-14352	4824	768	-1156	-1306
5948	-14320	5244	164	-686	-1104
6172	-14228	5068	161	-593	-843
6380	-14240	5532	386	-248	-610
6204	-14296	5836	601	-191	-418
6556	-14740	5908	848	-488	-280
6700	-14712	5516	706	-547	-274
6484	-15152	6200	417	-826	-345
6556	-15392	6352	603	-1202	-616
6312	-15000	5804	394	-1454	-879
6208	-14640	5812	352	-1618	-911
6456	-14140	6284	187	-1596	-789
6504	-14264	6264	312	-1659	-714
6672	-14280	5696	783	-1741	-692
6724	-13464	6168	375	-1513	-390
6940	-13384	6076	-254	-1543	-87
7124	-13920	6008	-397	-1457	69
7144	-14232	5744	-120	-1596	324
7268	-13832	5216	-36	-1353	615
6892	-13372	5408	-635	-1160	994
6956	-13360	5268	-1572	-1309	1311
7196	-13744	5252	-1851	-1508	1856
8036	-13812	5176	-1640	-1927	2195
8656	-13240	5032	-929	-1954	2450
9000	-11956	4244	-725	-2523	3090
8936	-10404	1716	-2666	-2048	4272
7236	-12320	2204	-5568	-74	5245
3944	-16572	4848	-6439	95	5035
952	-18608	3388	-3482	-2943	4425
2860	-16392	2732	-1181	-4001	4217
4376	-13480	2976	-4807	-1712	3545
5168	-12104	3708	-11351	175	3792
6108	-14544	5112	-12933	1658	5067
5752	-16600	5952	-9443	3459	5212
6008	-17492	5804	-5658	3280	5460
5516	-18372	5692	-2062	4535	5109
3800	-16776	5928	1258	3150	4584
5316	-14828	3552	325	-38	4297
8212	-14864	996	-2760	-163	3661
6872	-14100	1084	-6061	3083	2608
4140	-14040	2092	-9390	2481	2159
4256	-16052	368	-10176	118	1326
3704	-17024	-1504	-9995	2471	464
-772	-16136	-2380	-10003	5256	496
-4012	-15676	-2708	-11827	1928	1431
-1044	-17248	-2880	-13900	-3478	2510
2248	-20520	-2840	-13765	-1897	3383
1888	-23784	-2032	-10213	494	3095
52	-23812	-980	-6137	626	2668
-108	-23872	-1464	-2474	-955	2623
668	-22168	-4160	-1200	-906	2008
1024	-19548	-5064	-2309	-183	1735
720	-19448	-4336	-2556	-515	2228
1876	-19252	-4988	-863	-883	2893
2548	-19316	-4976	-280	837	3302
1404	-19568	-3564	2024	2141	3076
1072	-19732	-3192	4695	1576	2514
1656	-18276	-4924	6248	2497	1726
908	-15592	-4536	4163	4389	1758
444	-15148	-3324	2171	4444	2333
1436	-15044	-3856	1676	5347	2833
412	-14664	-3796	1241	8043	4374
-1728	-16092	-2880	1548	8944	6209
-1372	-17836	-1924	3222	7339	7721
-348	-19408	-1616	6377	8484	7659
-568	-17800	-1468	10934	8391	6920
-624	-13644	-3404	6956	8359	6958
-848	-12192	-4056	907	8871	8349
-800	-11640	-4100	-2804	8594	8561
-1220	-12212	-4280	-5040	8606	7983
-940	-11108	-3792	-6463	7692	8611
-760	-11400	-5452	-11255	7421	8809
-692	-13004	-5484	-11847	6408	9500
-968	-13452	-4808	-8483	6146	10563
-696	-12720	-4488	-10374	6610	10209
-872	-13260	-4620	-11076	7684	9653
-1432	-13260	-1648	-9977	7383	9559
-716	-15060	-2636	-5209	6060	8229
32	-14852	-5072	-1459	6583	6988
-340	-15516	-3752	4858	7562	6422
-1408	-13584	-2836	10079	6815	6056
-1872	-13244	-4636	10531	5967	5407
-3016	-12136	-4216	9337	6618	5721
-3376	-11872	-4700	8135	6167	7036
-4004	-11488	-4208	8124	4825	7006
-4528	-10156	-2300	5712	3711	7685
-4552	-11176	-4196	4124	2786	7305
-6108	-9780	-5096	1395	2258	7795
-6620	-12132	-3716	2612	1281	9403
-6996	-11504	-5808	8156	678	11045
-7308	-8328	-6996	6336	1691	11634
-9492	-10608	-5684	8533	3205	12419
-10624	-7460	-5796	8000	841	12789
-10628	-7436	-6172	7020	1296	13262
-12492	-8400	-5208	9689	3690	11967
-16168	-8544	-6360	10488	3072	10585
-18136	-8428	-6528	10445	1675	11246
-18744	-9504	-6980	12798	1937	10025
-19988	-8776	-6940	15867	3484	9508
-20608	-7836	-5616	14750	3614	8956
-20760	-6828	-5196	15043	1754	8837
-19272	-3952	-5456	11479	1083	5993
-16848	-8968	-5472	4447	2452	4029
-15824	-13368	-4808	9189	5233	1409
-17976	-13516	-4356	18024	8523	359
-21084	-12664	-2624	27507	5837	-2200
-20288	-8868	-1224	29530	962	-3755
-17516	-6284	-1332	29250	-284	-5031
-17932	-6180	-716	27035	507	-6060
-19188	-4932	1096	24215	-3661	-4679
-17432	-1860	2384	18808	-6142	-4080
-15404	-3340	448	5565	-2968	-4623
-14828	-6148	-2148	-3287	-186	-5320
-13876	-9880	520	-6396	4161	-7122
-14980	-13976	-372	44	9483	-8066
-16460	-13800	-788	7465	11376	-9387
-14768	-14264	-596	8211	13350	-10842
-13736	-14968	-2096	6632	15327	-12210
-12140	-13372	-1644	4602	15454	-12634
-8992	-10060	-380	3741	14351	-11142
-6076	-8292	-264	-624	13464	-9292
-4376	-9928	32	-10463	13733	-7131
-5852	-14240	1748	-12137	15531	-4868
-8168	-19680	1404	-2568	13162	-4712
-7368	-18252	-344	7571	8508	-7485
-5940	-13676	-1536	11042	8299	-8128
-6876	-10444	-316	10652	9963	-7743
-8600	-9048	1624	10209	9421	-6659
-9540	-7668	2400	10506	7918	-4632
-12260	-8204	3212	12146	10109	-4732
-16516	-3804	6472	14146	2656	1853
-15060	-1584	7372	7050	-7035	8096
-11340	-10108	5084	-3717	-6283	9122
-13332	-16148	4476	-2249	-5988	5484
-11004	-15036	2664	3676	-10447	4468
-7108	-13304	1656	4320	-9261	3466
-5356	-10140	3804	-1224	-6750	2170
-6832	-10368	4568	-6700	-6279	1344
-5312	-11476	2100	-7488	-8863	1000
-2756	-12344	-172	-9934	-7169	390
-3096	-15008	-336	-12398	-2636	-1059
-3952	-17016	-472	-7279	-266	-1274
-5616	-16364	1456	-5261	2147	-3744
-8428	-15096	3084	-2787	2555	-2930
-9644	-13820	2988	-1155	1762	-3167
-9092	-13456	1624	636	809	-1985
-8904	-13700	1640	-873	2101	-2674
-9500	-15848	1384	1032	2317	-1984
-8160	-14632	4	4774	1672	-1462
-6284	-12552	-1080	6017	2371	-907
-6404	-11144	508	2690	4762	-1123
-8300	-15256	252	-1121	3863	-1594
-6224	-15600	-1412	-1633	2674	-2436
-5040	-16268	-1948	-2351	3908	-2787
-5148	-17332	436	1751	4420	-2741
-5928	-13312	868	3311	5733	-3608
-7900	-13512	1744	3689	5494	-3367
-9684	-12528	3848	660	4007	-4694
-10756	-16156	5592	-923	757	-3544
-8436	-15792	2268	1717	-3180	-3041
-4800	-13724	-1364	-1278	-1588	-1778
-1796	-17908	-1688	-2707	195	-1544
-4968	-17576	-480	-130	3845	-3144
-5776	-17060	-1852	2743	4678	-3460
-6492	-15232	-272	3829	5518	-4248
-7656	-13860	2580	4429	3816	-4559
-6744	-14900	2468	5829	3011	-3130
-6316	-14580	1396	3247	630	-1794
-4864	-13868	724	414	957	-1102
-4680	-14892	-668	-3270	2207	-1836
-5252	-16828	-716	-3390	696	-1903
-4180	-11924	-1676	-5585	2338	-1785
-6184	-11380	284	-12089	1336	-2156
-7480	-12924	1264	-11446	628	976
-7572	-16104	948	-7731	-224	2570
-7984	-18504	-248	-4163	-1397	3297
-6816	-17532	-1252	-963	-3652	4389
-5996	-18212	-388	3183	-5466	4568
-6376	-17560	-348	7920	-5566	5215
-6848	-20712	-1696	11576	-7169	3416
-6448	-20148	700	17460	-7362	3527
-6812	-13188	1892	19654	-8274	3609
-3752	-15156	2808	15718	-8603	3567
-2892	-19620	7760	17287	-5835	2124
-3140	-16232	6608	31882	-3007	1769
-4356	-12544	7104	32767	-2058	-2121
-5244	-13868	9632	32767	-4411	-7894
-4056	-12720	11028	32646	-3135	-8673
-2104	-3292	7784	19503	955	-8620
-3216	-3904	7984	-369	2632	-9831
-3972	-6616	2900	-13743	3929	-6950
-6952	-10008	11844	-17179	6275	-4513
-8656	-8680	12660	-20230	2616	-2668
-5872	-15108	10672	-19728	1065	-478
-6468	-17408	9476	-5835	2935	1469
-7292	-10624	11240	-5644	930	2056
-7536	-14976	12776	-5817	-2482	3102
-6056	-12428	10636	-3053	-2580	3056
-5476	-11184	8712	-7363	-2828	4999
-4656	-13636	7616	-7294	-3383	4695
-4172	-15448	5864	-3216	-1619	1834
-3808	-13752	6060	-983	-1382	1610
-3124	-16320	5552	-2596	-1057	-17
-2560	-15428	5820	393	1271	-1272
-4628	-15284	7004	3129	2879	-2206
-7092	-12612	6756	3452	3898	-2181
