0	0	0	0	0	0
-15268	-3168	12320	-492	-80	-559
-13692	-3696	5720	-446	67	-917
-14068	-3852	5864	-1953	1549	-751
-15096	-5052	6328	-1204	952	-494
-14356	-4180	6612	-715	243	-1063
-15092	-4376	7064	-838	263	-527
-15716	-4108	7216	1187	-1868	822
-3172	-2248	3980	-368	3965	5736
-19200	-2976	7012	-2545	14453	-1629
-19396	-3636	6484	442	-5913	511
-3472	8464	-232	-775	-3668	-1902
-13896	-8116	6800	-6915	10321	804
-19984	-3932	6076	2561	-3343	1081
-10544	-3348	4120	-1509	-1440	1587
-15452	-3736	5472	-935	2310	749
-14888	-4052	5148	-1364	-1478	1324
-13416	-3708	4712	-1135	621	903
-15156	-4376	5480	-1279	141	937
-13772	-3980	4984	-865	-7	851
-14520	-4100	5288	-833	577	731
-14444	-4176	5264	-455	162	610
-14256	-4044	5168	-373	422	484
-14420	-3928	5100	-346	356	338
-14328	-3980	5444	-207	448	222
-14396	-3768	5376	-438	430	178
-14408	-3996	5464	-148	302	119
-14396	-3560	5328	-568	277	54
-14208	-4064	5412	-549	145	-51
-14360	-3708	5592	-390	100	-128
-14412	-3864	5488	-574	-42	-58
-14392	-3724	5216	-611	-27	-106
-14432	-3788	5460	-432	-95	-204
-14384	-3832	5428	-297	-64	-289
-14396	-3804	5320	-238	-39	-363
-14340	-3552	5372	-70	-5	-254
-14192	-3784	5472	80	30	-233
-14376	-3552	5244	68	181	-39
-14552	-3648	5388	4	312	105
-14552	-3620	5104	133	430	211
-14580	-3692	5180	140	421	186
-14556	-3528	5268	389	265	119
-14396	-3360	5108	427	369	50
-14528	-3404	5252	313	347	57
-14396	-3292	5104	280	307	39
-14396	-3624	5172	213	351	38
-14428	-3428	5060	355	492	78
-14624	-3360	5016	400	232	120
-14560	-3428	5124	189	285	175
-14584	-3552	5188	180	244	92
-14352	-3580	5204	254	206	20
-14392	-3272	5240	202	214	52
-14492	-3512	5060	190	100	124
-14436	-3376	5188	230	103	215
-14752	-3484	5184	198	42	174
-14520	-3420	5136	331	-61	116
-14616	-3356	5264	215	18	66
-14476	-3256	5128	161	-15	17
-14532	-3404	5124	174	116	-54
-14532	-3212	5128	276	71	-8
-14620	-3400	5188	-26	54	61
-14448	-3276	5192	55	33	25
-14412	-3192	5100	68	62	-22
-14528	-3196	5356	96	104	-52
-14472	-3228	5392	39	201	35
-14404	-3348	5212	62	134	94
-14504	-3280	5256	267	119	186
-14448	-3204	5388	66	153	192
-14456	-3324	5324	73	110	180
-14592	-3288	5304	44	142	37
-14516	-3284	5376	3	69	-51
-14676	-3252	5368	-52	169	-104
-14440	-3092	5380	-244	-17	-152
-14240	-3088	5160	-608	80	-184
-14520	-3260	5168	-438	90	-149
-14464	-3188	5232	-374	-41	-59
-14576	-3348	5164	-448	-23	-35
-14604	-3276	5260	-441	65	-88
-14560	-3212	5348	-342	141	-144
-14472	-3088	5144	-266	69	-244
-14368	-3260	4996	-349	111	-223
-14604	-3188	5164	-67	145	-201
-14592	-3024	5192	-355	76	-70
-14368	-3148	5300	-431	180	-17
-14580	-3192	5328	-475	157	-10
-14468	-3060	5036	-413	211	-71
-14648	-3152	5168	-501	234	-89
-14620	-3076	5240	-352	83	-91
-14456	-3128	5124	-510	107	23
-14516	-3280	5216	-563	190	57
-14424	-3124	5180	-539	169	76
-14572	-3296	4996	-521	177	32
-14640	-3076	5320	-412	119	97
-14512	-3296	5292	-590	94	147
-14420	-3116	5248	-551	135	101
-14272	-3212	5096	-784	115	11
-14520	-3128	5208	-482	116	-118
-14568	-3328	5124	-568	-58	12
-14580	-3352	5508	-663	-121	70
-14396	-3304	5312	-855	-291	42
-14256	-3180	4784	-977	-225	-206
-14440	-3144	4828	-887	-59	-423
-14268	-3060	5088	-777	-2	-328
-14160	-3496	4852	-553	726	-91
-14368	-3652	5096	355	867	265
-14528	-3572	4848	1048	1007	529
-14644	-3528	5008	1586	1059	594
-14484	-3844	5108	2585	1144	461
-14752	-3580	5656	2941	1249	392
-14820	-3616	6100	3192	1183	316
-14864	-3896	6216	3073	1049	248
-14936	-3920	5984	2929	688	37
-14728	-3916	5724	3461	480	-361
-14744	-3532	5436	3989	120	-861
-14708	-3528	5268	4307	17	-1265
-14896	-3352	4848	4767	-207	-1689
-14804	-3272	5108	5045	-210	-1957
-14688	-3060	5016	5316	-361	-2147
-14296	-2044	4968	3589	-348	-1984
-14644	-2624	4936	2520	-327	-1939
-14716	-2704	4964	2090	-434	-1982
-14752	-2660	4932	1649	-539	-1944
-14604	-2372	4960	1081	-593	-2009
-14724	-2528	4788	556	-379	-2060
-14612	-2452	4852	267	-404	-2002
-14424	-2272	4824	-219	-186	-1860
-14528	-2684	4740	-309	1	-1679
-14476	-2440	4776	-49	139	-1394
-14464	-2208	5192	-588	131	-986
-14548	-2800	4976	-950	54	-473
-14352	-2636	5180	-821	89	1
-14496	-2420	5424	-787	177	343
-14500	-2340	5580	-1245	245	744
-14672	-2844	5584	-1364	331	871
-14336	-2924	5752	-1370	240	868
-14408	-3088	5452	-1338	284	691
-14392	-2772	5484	-1169	132	692
-14472	-3124	5352	-995	54	661
-14580	-3236	5328	-965	-64	796
